id,title,url,rate,tag1,tag2,tag3,tag4,tag5,difficulty,budget,people,prep_time,cooking_time,total_time,title_en,tag1_en,tag2_en,tag3_en,difficulty_en,budget_en
2697,sauce verte,https://www.marmiton.org/recettes/recette_sauce-verte_33545.aspx,4.3,sauce salée,Autres sauces,,,,très facile,bon marché,4,10,0,10,green sauce,salty sauce,Other sauces,,very easy,cheap
2698,Sauce charcutière,https://www.marmiton.org/recettes/recette_sauce-charcutiere_29365.aspx,4.8,sauce salée,Autres sauces,,,,facile,moyen,4,20,20,40,Charcuterie sauce,salty sauce,Other sauces,,easy,AVERAGE
2699,Sauce cocktail mayonnaise ketchup,https://www.marmiton.org/recettes/recette_sauce-cocktail-mayonnaise-ketchup_52798.aspx,4.3,sauce salée,mayonnaise,,,,très facile,bon marché,4,5,0,5,Mayonnaise ketchup cocktail sauce,salty sauce,mayonnaise,,very easy,cheap
2700,Sauce crémeuse au citron (pour poissons),https://www.marmiton.org/recettes/recette_sauce-cremeuse-au-citron-pour-poissons_53616.aspx,4.5,sauce salée,sauces à la crème,,,,très facile,bon marché,4,5,0,5,Creamy lemon sauce (for fish),salty sauce,cream sauces,,very easy,cheap
2701,Sauce tandoori facile,https://www.marmiton.org/recettes/recette_sauce-tandoori-facile_345471.aspx,0,sauce salée,Autres sauces,,,,très facile,bon marché,4,5,0,5,Easy Tandoori Sauce,salty sauce,Other sauces,,very easy,cheap
2702,Sauce Bercy,https://www.marmiton.org/recettes/recette_sauce-bercy_30863.aspx,5,sauce salée,Autres sauces,,,,facile,moyen,4,10,10,20,Bercy Sauce,salty sauce,Other sauces,,easy,AVERAGE
2703,Crème d'ail,https://www.marmiton.org/recettes/recette_creme-d-ail_14220.aspx,4.4,,,,,,très facile,bon marché,4,15,10,25,Garlic cream,,,,very easy,cheap
2704,Sauce salade sans huile,https://www.marmiton.org/recettes/recette_sauce-salade-sans-huile_95791.aspx,4.8,sauce salée,Autres sauces,,,,très facile,bon marché,4,5,0,5,Oil-free salad dressing,salty sauce,Other sauces,,very easy,cheap
2705,Sauce grand veneur ou sauce chasseur,https://www.marmiton.org/recettes/recette_sauce-grand-veneur-ou-sauce-chasseur_19862.aspx,3.3,sauce salée,Autres sauces,,,,moyenne,moyen,4,5,20,25,Grand veneur sauce or hunter sauce,salty sauce,Other sauces,,average,AVERAGE
2706,Sauce bolognaise facile au Thermomix,https://www.marmiton.org/recettes/recette_sauce-bolognaise-facile-au-thermomix_383029.aspx,0,sauce salée,Autres sauces,,,,très facile,bon marché,4,10,45,55,Easy Bolognese Sauce with Thermomix,salty sauce,Other sauces,,very easy,cheap
2707,Pâtes sauce bolognaise - Ragù bolognese,https://www.marmiton.org/recettes/recette_sauce-bolognaise-ragu-bolognese-recette-officielle_95684.aspx,5,sauce salée,Autres sauces,,,,facile,moyen,4,20,2,22,Pasta with Bolognese Sauce - Ragù Bolognese,salty sauce,Other sauces,,easy,AVERAGE
2708,Sauce pour fondue bourguignonne,https://www.marmiton.org/recettes/recette_sauce-pour-fondue-bourguignonne_56531.aspx,4.9,sauce salée,Autres sauces,,,,très facile,bon marché,4,50,0,50,Sauce for fondue bourguignonne,salty sauce,Other sauces,,very easy,cheap
2709,Sauce fromage blanc pour dips crudités,https://www.marmiton.org/recettes/recette_sauce-fromage-blanc-pour-dips-crudites_92103.aspx,4.7,sauce salée,Autres sauces,,,,très facile,bon marché,4,10,10,20,White cheese sauce for raw vegetable dips,salty sauce,Other sauces,,very easy,cheap
2710,Sauce au caramel et beurre salé,https://www.marmiton.org/recettes/recette_sauce-au-caramel-et-beurre-sale-le-vrai_219041.aspx,4.8,sauce salée,Autres sauces,,,,facile,bon marché,4,10,10,20,Salted Butter Caramel Sauce,salty sauce,Other sauces,,easy,cheap
2711,Sauce aurore facile,https://www.marmiton.org/recettes/recette_sauce-aurore-facile_229892.aspx,5,sauce salée,Autres sauces,,,,facile,bon marché,4,11,10,21,Easy Aurora Sauce,salty sauce,Other sauces,,easy,cheap
2712,Sauce tomate légère,https://www.marmiton.org/recettes/recette_sauce-tomate-legere_68833.aspx,4.4,sauce salée,Autres sauces,,,,facile,bon marché,4,5,3,8,Light tomato sauce,salty sauce,Other sauces,,easy,cheap
2713,Pesto (ou Pistou),https://www.marmiton.org/recettes/recette_pesto-ou-pistou_80119.aspx,4.7,sauce salée,pesto,,,,très facile,moyen,4,10,0,10,Pesto (or Pistou),salty sauce,pesto,,very easy,AVERAGE
2714,Caramel liquide,https://www.marmiton.org/recettes/recette_caramel-liquide_24324.aspx,4,dessert,sauce sucrée,caramel,,,facile,moyen,4,10,5,15,Liquid caramel,dessert,sweet sauce,caramel,easy,AVERAGE
2715,Vinaigrette à l'avocat,https://www.marmiton.org/recettes/recette_vinaigrette-a-l-avocat_46561.aspx,5,sauce salée,vinaigrette,,,,très facile,moyen,4,5,0,5,Avocado dressing,salty sauce,vinaigrette,,very easy,AVERAGE
2716,Comme une béchamel sans beurre ni lait pas chère du tout,https://www.marmiton.org/recettes/recette_bechamel-sans-beurre-ni-lait_221510.aspx,3.5,sauce salée,béchamel,,,,facile,bon marché,4,5,25,30,"Like a béchamel without butter or milk, not expensive at all",salty sauce,bechamel,,easy,cheap
2717,Pesto de coriandre,https://www.marmiton.org/recettes/recette_pesto-de-coriandre_308726.aspx,4.8,sauce salée,pesto,,,,facile,bon marché,4,10,0,10,Coriander pesto,salty sauce,pesto,,easy,cheap
2718,sauce tomate au basilic,https://www.marmiton.org/recettes/recette_sauce-tomate-au-basilic_72651.aspx,4.5,sauce salée,Autres sauces,,,,très facile,bon marché,4,10,2,12,tomato sauce with basil,salty sauce,Other sauces,,very easy,cheap
2719,Bouillon de volaille tout simple,https://www.marmiton.org/recettes/recette_bouillon-de-volaille-tout-simple_57339.aspx,4.9,,,,,,facile,bon marché,4,35,2,37,Simple Chicken Broth,,,,easy,cheap
2720,Boeuf sauce gombo façon Yorouba (Nigeria),https://www.marmiton.org/recettes/recette_boeuf-sauce-gombo-facon-yorouba-nigeria_57292.aspx,4.5,sauce salée,Autres sauces,,,,moyenne,moyen,4,45,1,46,Beef with Yoruba-style okra sauce (Nigeria),salty sauce,Other sauces,,average,AVERAGE
2721,Sauce à la crème et moutarde,https://www.marmiton.org/recettes/recette_sauce-a-la-creme-et-moutarde_64563.aspx,4.8,sauce salée,sauces à la crème,,,,très facile,bon marché,4,5,15,20,Cream and mustard sauce,salty sauce,cream sauces,,very easy,cheap
2722,Vinaigrette au citron,https://www.marmiton.org/recettes/recette_vinaigrette-au-citron_50349.aspx,4.5,sauce salée,vinaigrette,,,,très facile,bon marché,4,3,0,3,Lemon vinaigrette,salty sauce,vinaigrette,,very easy,cheap
2723,Sauce au vin,https://www.marmiton.org/recettes/recette_sauce-au-vin_313856.aspx,4,sauce salée,Autres sauces,,,,facile,bon marché,4,5,15,20,Wine sauce,salty sauce,Other sauces,,easy,cheap
2724,Caramel au beurre salé au Thermomix,https://www.marmiton.org/recettes/recette_caramel-au-beurre-sale-au-thermomix_375133.aspx,1,,,,,,très facile,bon marché,4,5,1,6,Salted Butter Caramel with Thermomix,,,,very easy,cheap
2725,Sauce au beurre blanc pour poisson au Thermomix,https://www.marmiton.org/recettes/recette_sauce-au-beurre-blanc-pour-poisson-au-thermomix_383002.aspx,0,sauce salée,Autres sauces,,,,très facile,bon marché,4,10,0,10,White butter sauce for fish in Thermomix,salty sauce,Other sauces,,very easy,cheap
2726,Sauce pitta pour kebab,https://www.marmiton.org/recettes/recette_sauce-pitta-pour-kebab_37574.aspx,3.3,sauce salée,Autres sauces,,,,très facile,bon marché,4,5,0,5,Pitta sauce for kebab,salty sauce,Other sauces,,very easy,cheap
2727,Sauce blanche pour pomme de terre en papillotes,https://www.marmiton.org/recettes/recette_sauce-blanche-pour-pomme-de-terre-en-papillotes_39639.aspx,4.7,sauce salée,Autres sauces,,,,très facile,bon marché,4,20,0,20,White sauce for potatoes in papillotes,salty sauce,Other sauces,,very easy,cheap
2728,Sauce tomate au Thermomix,https://www.marmiton.org/recettes/recette_sauce-tomate-au-thermomix_382953.aspx,0,sauce salée,coulis de légumes,,,,facile,bon marché,4,10,35,45,Tomato sauce with Thermomix,salty sauce,vegetable coulis,,easy,cheap
2729,Sauce aux airelles,https://www.marmiton.org/recettes/recette_sauce-aux-airelles_105709.aspx,4.9,sauce salée,Autres sauces,,,,très facile,moyen,4,30,30,60,Cranberry Sauce,salty sauce,Other sauces,,very easy,AVERAGE
2730,Sauce Diable Maledette,https://www.marmiton.org/recettes/recette_sauce-diable-maledette_46454.aspx,0,sauce salée,Autres sauces,,,,très facile,bon marché,4,15,15,30,Devil's Sauce Maledette,salty sauce,Other sauces,,very easy,cheap
2731,Sauce aux cacahuètes,https://www.marmiton.org/recettes/recette_sauce-aux-cacahuetes_20877.aspx,0,sauce salée,Autres sauces,,,,facile,moyen,4,10,20,30,Peanut Sauce,salty sauce,Other sauces,,easy,AVERAGE
2732,Sauce tomate au Cookeo,https://www.marmiton.org/recettes/recette_sauce-tomate-au-cookeo_382949.aspx,5,sauce salée,coulis de légumes,,,,facile,bon marché,4,10,18,28,Tomato sauce in Cookeo,salty sauce,vegetable coulis,,easy,cheap
2733,Béchamel ultra light,https://www.marmiton.org/recettes/recette_bechamel-ultra-light_21457.aspx,4.5,sauce salée,béchamel,,,,très facile,bon marché,4,2,5,7,Ultra light béchamel,salty sauce,bechamel,,very easy,cheap
2734,Beurre à l'Ail,https://www.marmiton.org/recettes/recette_beurre-a-l-ail_31633.aspx,5,,,,,,très facile,bon marché,4,10,0,10,Garlic Butter,,,,very easy,cheap
2735,Sauce au porto,https://www.marmiton.org/recettes/recette_sauce-au-porto_16440.aspx,4,sauce salée,Autres sauces,,,,moyenne,moyen,4,15,15,30,Port sauce,salty sauce,Other sauces,,average,AVERAGE
2736,Vinaigrette pour asperges à la tomate et à la coriandre,https://www.marmiton.org/recettes/recette_vinaigrette-pour-asperges-a-la-tomate-et-a-la-coriandre_89939.aspx,4.5,sauce salée,vinaigrette,,,,très facile,bon marché,4,20,0,20,Tomato and Coriander Asparagus Dressing,salty sauce,vinaigrette,,very easy,cheap
2737,Vinaigrette (au yaourt ou fromage blanc),https://www.marmiton.org/recettes/recette_vinaigrette-au-yaourt-ou-fromage-blanc_29357.aspx,4.7,sauce salée,vinaigrette,,,,très facile,bon marché,4,5,0,5,Vinaigrette (with yogurt or fromage blanc),salty sauce,vinaigrette,,very easy,cheap
2738,Sauce au vin blanc,https://www.marmiton.org/recettes/recette_sauce-au-vin-blanc_12677.aspx,4.7,sauce salée,Autres sauces,,,,facile,bon marché,4,5,15,20,White wine sauce,salty sauce,Other sauces,,easy,cheap
2739,Pesto de pistache,https://www.marmiton.org/recettes/recette_pesto-de-pistache_38798.aspx,4.2,sauce salée,pesto,,,,très facile,moyen,4,5,0,5,Pistachio pesto,salty sauce,pesto,,very easy,AVERAGE
2740,Vinaigrette allégée,https://www.marmiton.org/recettes/recette_vinaigrette-allegee_15936.aspx,4.5,sauce salée,vinaigrette,,,,très facile,bon marché,4,15,10,25,Light vinaigrette,salty sauce,vinaigrette,,very easy,cheap
2741,Sauce au camembert facile,https://www.marmiton.org/recettes/recette_sauce-au-camembert-facile_59347.aspx,3.9,sauce salée,Autres sauces,,,,très facile,bon marché,4,3,10,13,Easy Camembert Sauce,salty sauce,Other sauces,,very easy,cheap
2742,Piment la pâte de la Réunion,https://www.marmiton.org/recettes/recette_piment-la-pate-de-la-reunion_219837.aspx,4.8,,,,,,facile,bon marché,4,10,0,10,Chili paste from Reunion Island,,,,easy,cheap
2743,SAUCE AU VIN BLANC,https://www.marmiton.org/recettes/recette_sauce-au-vin-blanc_17738.aspx,4.2,sauce salée,Autres sauces,,,,facile,bon marché,4,15,20,35,WHITE WINE SAUCE,salty sauce,Other sauces,,easy,cheap
2744,Coulis au chocolat,https://www.marmiton.org/recettes/recette_coulis-au-chocolat_23467.aspx,5,dessert,sauce sucrée,coulis au chocolat,,,facile,moyen,4,5,5,10,Chocolate coulis,dessert,sweet sauce,chocolate coulis,easy,AVERAGE
2745,Béchamel sans gluten et sans lactose,https://www.marmiton.org/recettes/recette_bechamel-sans-gluten-et-sans-lactose_225930.aspx,4.8,sauce salée,béchamel,,,,facile,bon marché,4,10,15,25,Gluten-free and lactose-free béchamel,salty sauce,bechamel,,easy,cheap
2746,sauce à la crème de courgettes,https://www.marmiton.org/recettes/recette_sauce-a-la-creme-de-courgettes_37781.aspx,4.6,sauce salée,sauces à la crème,,,,très facile,bon marché,4,40,30,70,zucchini cream sauce,salty sauce,cream sauces,,very easy,cheap
2747,Crème aux poivrons,https://www.marmiton.org/recettes/recette_sauce-creme-aux-poivrons_221456.aspx,4.8,,,,,,facile,bon marché,4,10,15,25,Pepper cream,,,,easy,cheap
2748,Chermoula,https://www.marmiton.org/recettes/recette_chermoula_392437.aspx,5,sauce salée,,,,,facile,bon marché,4,10,0,10,Chermoula,salty sauce,,,easy,cheap
2749,Sauce basilic,https://www.marmiton.org/recettes/recette_sauce-basilic_39701.aspx,4.4,sauce salée,Autres sauces,,,,très facile,bon marché,4,15,0,15,Basil sauce,salty sauce,Other sauces,,very easy,cheap
2750,Caramel crémeux,https://www.marmiton.org/recettes/recette_caramel-cremeux_38865.aspx,4.4,dessert,sauce sucrée,caramel,,,facile,bon marché,4,10,7,17,Creamy caramel,dessert,sweet sauce,caramel,easy,cheap
2751,Sauce crudités comme au resto chinois,https://www.marmiton.org/recettes/recette_sauce-crudites-comme-au-resto-chinois_49361.aspx,4.8,sauce salée,Autres sauces,,,,très facile,bon marché,4,2,0,2,Raw vegetable sauce like in a Chinese restaurant,salty sauce,Other sauces,,very easy,cheap
2752,Sauce crémeuse à l'ail pour pâtes,https://www.marmiton.org/recettes/recette_sauce-cremeuse-a-l-ail-pour-pates_12409.aspx,4.2,sauce salée,sauces à la crème,,,,très facile,bon marché,4,40,30,70,Creamy Garlic Pasta Sauce,salty sauce,cream sauces,,very easy,cheap
2753,Marinade à la sauce soja et au miel,https://www.marmiton.org/recettes/recette_marinade-a-la-sauce-soja-et-au-miel_309798.aspx,5,sauce salée,Autres sauces,,,,facile,bon marché,4,10,0,10,Marinade with soy sauce and honey,salty sauce,Other sauces,,easy,cheap
2754,Picalilli,https://www.marmiton.org/recettes/recette_picalilli_347938.aspx,0,,,,,,très facile,bon marché,4,30,9,39,Picalilli,,,,very easy,cheap
2755,Sauce aux agrumes,https://www.marmiton.org/recettes/recette_sauce-aux-agrumes_24647.aspx,4,sauce salée,Autres sauces,,,,facile,moyen,4,10,25,35,Citrus sauce,salty sauce,Other sauces,,easy,AVERAGE
2756,Aïoli catalane,https://www.marmiton.org/recettes/recette_aioli-catalane_232626.aspx,5,sauce salée,aioli,,,,moyenne,bon marché,4,20,0,20,Catalan Aioli,salty sauce,aioli,,average,cheap
2757,Sauce bordelaise,https://www.marmiton.org/recettes/recette_sauce-bordelaise_371949.aspx,4,sauce salée,Marchand de vin,,,,facile,bon marché,4,5,50,55,Bordeaux sauce,salty sauce,Wine merchant,,easy,cheap
2758,Marinade pour viande rouge au barbecue,https://www.marmiton.org/recettes/recette_marinade-pour-viande-rouge-au-barbecue_336444.aspx,5,sauce salée,ketchup,,,,facile,bon marché,4,30,15,45,Marinade for red meat on the barbecue,salty sauce,ketchup,,easy,cheap
2759,Ganache noire au chocolat,https://www.marmiton.org/recettes/recette_ganache-noire-au-chocolat_50615.aspx,4.8,dessert,sauce sucrée,ganache,,,facile,bon marché,4,20,5,25,Dark chocolate ganache,dessert,sweet sauce,ganache,easy,cheap
2760,Sauce aux câpres,https://www.marmiton.org/recettes/recette_sauce-aux-capres_48625.aspx,5,sauce salée,Autres sauces,,,,très facile,bon marché,4,5,0,5,Caper Sauce,salty sauce,Other sauces,,very easy,cheap
2761,Sauce chasseur ou sauce lapin de Belgique,https://www.marmiton.org/recettes/recette_sauce-chasseur-ou-sauce-lapin-belgique_224717.aspx,4,sauce salée,Autres sauces,,,,très facile,bon marché,4,5,10,15,Hunter sauce or Belgian rabbit sauce,salty sauce,Other sauces,,very easy,cheap
2762,Coulis de groseille,https://www.marmiton.org/recettes/recette_coulis-de-groseille_51159.aspx,5,dessert,sauce sucrée,coulis de fruits rouges,,,très facile,bon marché,4,10,0,10,Redcurrant coulis,dessert,sweet sauce,red fruit coulis,very easy,cheap
2763,Sauce à l'échalote et au vin blanc,https://www.marmiton.org/recettes/recette_sauce-a-l-echalote-et-au-vin-blanc_166666.aspx,4.7,sauce salée,Autres sauces,,,,très facile,bon marché,4,10,5,15,Shallot and white wine sauce,salty sauce,Other sauces,,very easy,cheap
2764,Sauce tomate provençale,https://www.marmiton.org/recettes/recette_sauce-tomate-provencale_24286.aspx,4.5,sauce salée,Autres sauces,,,,très facile,bon marché,4,15,30,45,Provencal tomato sauce,salty sauce,Other sauces,,very easy,cheap
2765,Mole poblano : sauce épicée au cacao pour le poulet (Mexique),https://www.marmiton.org/recettes/recette_mole-poblano-sauce-epicee-au-cacao-pour-le-poulet-mexique_13842.aspx,4.2,sauce salée,Autres sauces,,,,facile,moyen,4,10,10,20,Mole poblano: spicy cocoa sauce for chicken (Mexico),salty sauce,Other sauces,,easy,AVERAGE
2766,Sauce caramel irrésistible,https://www.marmiton.org/recettes/recette_sauce-caramel-irresistible_29982.aspx,4.6,sauce salée,Autres sauces,,,,facile,bon marché,4,2,10,12,Irresistible caramel sauce,salty sauce,Other sauces,,easy,cheap
2767,Sauce au raifort,https://www.marmiton.org/recettes/recette_sauce-au-raifort_59901.aspx,5,sauce salée,Autres sauces,,,,très facile,bon marché,4,10,0,10,Horseradish sauce,salty sauce,Other sauces,,very easy,cheap
2768,Sauce à la crème fraîche,https://www.marmiton.org/recettes/recette_sauce-a-la-creme-fraiche_31285.aspx,4.8,sauce salée,sauces à la crème,,,,très facile,bon marché,4,15,0,15,Fresh cream sauce,salty sauce,cream sauces,,very easy,cheap
2769,Sauce et marinade façon Chimichurri,https://www.marmiton.org/recettes/recette_sauce-et-marinade-facon-chimichurri_323068.aspx,5,sauce salée,Autres sauces,,,,facile,bon marché,4,20,0,20,Chimichurri style sauce and marinade,salty sauce,Other sauces,,easy,cheap
2770,Sauce choron,https://www.marmiton.org/recettes/recette_sauce-choron_28903.aspx,0,sauce salée,Autres sauces,,,,facile,moyen,4,20,20,40,Choron sauce,salty sauce,Other sauces,,easy,AVERAGE
2771,Sauce normande au cidre,https://www.marmiton.org/recettes/recette_sauce-normande-au-cidre_88106.aspx,5,sauce salée,Autres sauces,,,,facile,moyen,4,20,5,25,Normandy cider sauce,salty sauce,Other sauces,,easy,AVERAGE
2772,Sauce au roquefort,https://www.marmiton.org/recettes/recette_sauce-au-roquefort_315610.aspx,5,sauce salée,Autres sauces,,,,facile,bon marché,4,10,10,20,Roquefort sauce,salty sauce,Other sauces,,easy,cheap
2773,Béchamel au Companion,https://www.marmiton.org/recettes/recette_bechamel-au-companion_382942.aspx,0,sauce salée,béchamel,,,,très facile,bon marché,4,10,0,10,Béchamel with Companion,salty sauce,bechamel,,very easy,cheap
2774,Sauce à l'orange,https://www.marmiton.org/recettes/recette_sauce-a-l-orange_229345.aspx,4.3,sauce salée,Autres sauces,,,,facile,bon marché,4,5,3,8,Orange sauce,salty sauce,Other sauces,,easy,cheap
2775,Vinaigre de framboise,https://www.marmiton.org/recettes/recette_vinaigre-de-framboise_51112.aspx,5,,,,,,très facile,bon marché,4,15,0,15,Raspberry vinegar,,,,very easy,cheap
2776,Sauce au thon et à la tomate,https://www.marmiton.org/recettes/recette_sauce-au-thon-et-a-la-tomate_13678.aspx,4.7,sauce salée,Autres sauces,,,,très facile,bon marché,4,15,10,25,Tuna and tomato sauce,salty sauce,Other sauces,,very easy,cheap
2777,Huile parfumée au basilic,https://www.marmiton.org/recettes/recette_huile-parfumee-au-basilic_59254.aspx,5,,,,,,très facile,bon marché,4,10,3,13,Basil scented oil,,,,very easy,cheap
2778,Glaçage blanc au Thermomix,https://www.marmiton.org/recettes/recette_glacage-blanc-au-thermomix_383117.aspx,5,dessert,sauce sucrée,glaçage,,,très facile,bon marché,4,2,0,2,White icing in Thermomix,dessert,sweet sauce,icing,very easy,cheap
2779,Rougail dakatine comme à La Réunion,https://www.marmiton.org/recettes/recette_rougail-dakatine-comme-a-la-reunion_46371.aspx,4.8,,,,,,très facile,bon marché,4,10,0,10,Rougail dakatine like in Reunion,,,,very easy,cheap
2780,Sauce chèvre & miel,https://www.marmiton.org/recettes/recette_sauce-chevre-miel_309025.aspx,5,sauce salée,Autres sauces,,,,facile,bon marché,4,15,10,25,Goat cheese & honey sauce,salty sauce,Other sauces,,easy,cheap
2781,Sauce champignons tomates (pour pâtes),https://www.marmiton.org/recettes/recette_sauce-champignons-tomates-pour-pates_37534.aspx,4.6,sauce salée,Autres sauces,,,,très facile,bon marché,4,10,15,25,Tomato mushroom sauce (for pasta),salty sauce,Other sauces,,very easy,cheap
2782,Sauce aux fruits de mer,https://www.marmiton.org/recettes/recette_sauce-aux-fruits-de-mer_233252.aspx,0,sauce salée,Autres sauces,,,,très facile,bon marché,4,10,15,25,Seafood sauce,salty sauce,Other sauces,,very easy,cheap
2783,Sauce crème pour accompagner le poisson,https://www.marmiton.org/recettes/recette_sauce-creme-pour-accompagner-le-poisson_212671.aspx,4.9,sauce salée,sauces à la crème,,,,facile,bon marché,4,5,5,10,Cream sauce to accompany fish,salty sauce,cream sauces,,easy,cheap
2784,Sauce tomate façon grand-mère,https://www.marmiton.org/recettes/recette_sauce-tomate-facon-grand-mere_56072.aspx,5,sauce salée,Autres sauces,,,,très facile,bon marché,4,30,15,45,Grandma's style tomato sauce,salty sauce,Other sauces,,very easy,cheap
2785,Sauce béarnaise facile au Thermomix,https://www.marmiton.org/recettes/recette_sauce-bearnaise-facile-au-thermomix_382983.aspx,0,sauce salée,Autres sauces,,,,moyenne,bon marché,4,10,0,10,Easy Bearnaise Sauce with Thermomix,salty sauce,Other sauces,,average,cheap
2786,L'aïoli provencal,https://www.marmiton.org/recettes/recette_l-aioli-provencal_319189.aspx,4.3,sauce salée,aioli,,,,facile,bon marché,4,15,0,15,Provencal aioli,salty sauce,aioli,,easy,cheap
2787,Marinade au soja pour toutes viandes,https://www.marmiton.org/recettes/recette_marinade-au-soja-pour-toutes-viandes_35844.aspx,4.8,,,,,,très facile,bon marché,4,5,0,5,Soy marinade for all meats,,,,very easy,cheap
2788,Sauce au poivre toute simple au Thermomix,https://www.marmiton.org/recettes/recette_sauce-au-poivre-toute-simple-au-thermomix_382975.aspx,5,sauce salée,sauces au poivre,,,,très facile,bon marché,4,10,0,10,Simple pepper sauce with Thermomix,salty sauce,pepper sauces,,very easy,cheap
2789,Sauce bolognaise végétarienne,https://www.marmiton.org/recettes/recette_sauce-bolognaise-vegetarienne_16561.aspx,3.6,sauce salée,Autres sauces,,,,facile,bon marché,4,15,15,30,Vegetarian Bolognese Sauce,salty sauce,Other sauces,,easy,cheap
2790,Sauce Périgueux,https://www.marmiton.org/recettes/recette_sauce-perigueux_13361.aspx,4.3,sauce salée,Autres sauces,,,,facile,assez cher,4,15,15,30,Perigueux Sauce,salty sauce,Other sauces,,easy,quite expensive
2791,Sauce simple et délicieuse pour pot-au-feu,https://www.marmiton.org/recettes/recette_sauce-simple-et-delicieuse-pour-pot-au-feu_69244.aspx,4,sauce salée,Autres sauces,,,,très facile,bon marché,4,10,10,20,Simple and delicious sauce for pot-au-feu,salty sauce,Other sauces,,very easy,cheap
2792,Mayonnaise inratable,https://www.marmiton.org/recettes/recette_mayonnaise-inratable_309213.aspx,3.9,sauce salée,mayonnaise,,,,facile,bon marché,4,5,0,5,Foolproof Mayonnaise,salty sauce,mayonnaise,,easy,cheap
2793,Béchamel au Monsieur Cuisine,https://www.marmiton.org/recettes/recette_bechamel-au-monsieur-cuisine_382944.aspx,0,sauce salée,béchamel,,,,très facile,bon marché,4,10,0,10,Bechamel with Monsieur Cuisine,salty sauce,bechamel,,very easy,cheap
2794,Sauce salade légère sans vinaigre,https://www.marmiton.org/recettes/recette_sauce-salade-legere-sans-vinaigre_56703.aspx,5,sauce salée,Autres sauces,,,,très facile,bon marché,4,5,0,5,Light salad dressing without vinegar,salty sauce,Other sauces,,very easy,cheap
2795,Sauce beurre citron rapide pour poissons,https://www.marmiton.org/recettes/recette_sauce-beurre-citron-rapide-pour-poissons_91402.aspx,4.7,sauce salée,Autres sauces,,,,très facile,bon marché,4,5,2,7,Quick Lemon Butter Sauce for Fish,salty sauce,Other sauces,,very easy,cheap
2796,Ecrasée d'ail à l'huile,https://www.marmiton.org/recettes/recette_ecrasee-d-ail-a-l-huile_70999.aspx,5,,,,,,très facile,bon marché,4,20,0,20,Crushed garlic in oil,,,,very easy,cheap
2797,Sauce forestière,https://www.marmiton.org/recettes/recette_sauce-forestiere_59437.aspx,4.8,sauce salée,Autres sauces,,,,facile,moyen,4,5,15,20,Forest sauce,salty sauce,Other sauces,,easy,AVERAGE
2798,Sauce poisson ou viande blanche allégée,https://www.marmiton.org/recettes/recette_sauce-poisson-ou-viande-blanche-allegee_21876.aspx,4.7,sauce salée,Autres sauces,,,,très facile,bon marché,4,10,0,10,Fish sauce or light white meat,salty sauce,Other sauces,,very easy,cheap
2799,Pesto d'orties,https://www.marmiton.org/recettes/recette_pesto-d-orties_83929.aspx,5,sauce salée,pesto,,,,très facile,bon marché,4,30,0,30,Nettle pesto,salty sauce,pesto,,very easy,cheap
2800,Sauce blanche,https://www.marmiton.org/recettes/recette_sauce-blanche_30222.aspx,4.6,sauce salée,Autres sauces,,,,facile,moyen,4,15,15,30,White sauce,salty sauce,Other sauces,,easy,AVERAGE
2801,"Marinade citron, huile d''olive et miel pour viandes blanches",https://www.marmiton.org/recettes/recette_marinade-citron-huile-d-olive-et-miel-pour-viandes-blanches_50163.aspx,5,,,,,,très facile,bon marché,4,5,0,5,"Lemon, olive oil and honey marinade for white meats",,,,very easy,cheap
2802,Sauce pour gibier,https://www.marmiton.org/recettes/recette_sauce-pour-gibier_84910.aspx,3.8,sauce salée,Autres sauces,,,,très facile,moyen,4,5,1,6,Game sauce,salty sauce,Other sauces,,very easy,AVERAGE
2803,Sauce poivron tomate et curry,https://www.marmiton.org/recettes/recette_sauce-poivron-tomate-et-curry_40355.aspx,4.8,sauce salée,Autres sauces,,,,très facile,bon marché,4,30,30,60,Tomato pepper and curry sauce,salty sauce,Other sauces,,very easy,cheap
2804,Beurre blanc nantais,https://www.marmiton.org/recettes/recette_beurre-blanc-nantais_16110.aspx,4.7,,,,,,moyenne,assez cher,4,20,20,40,Nantes white butter,,,,average,quite expensive
2805,Sauce rapide vache kiri,https://www.marmiton.org/recettes/recette_sauce-rapide-vache-kiri_335965.aspx,4.5,sauce salée,Autres sauces,,,,très facile,bon marché,4,0,5,5,Quick Kiri Cow Sauce,salty sauce,Other sauces,,very easy,cheap
2806,Pavés de saumon au four facile,https://www.marmiton.org/recettes/recette_paves-de-saumon-au-four-facile_80135.aspx,4.7,plat principal,poisson,,,,très facile,moyen,4,5,25,30,Easy Baked Salmon Steaks,main course,fish,,very easy,AVERAGE
2807,Houmous (purée de pois chiches),https://www.marmiton.org/recettes/recette_houmous-puree-de-pois-chiches_29761.aspx,4.2,apéritif ou buffet,apéritif dînatoire,dip et tartinade,,,facile,moyen,4,30,2,32,Hummus (chickpea puree),aperitif or buffet,aperitif dinner,dip and spread,easy,AVERAGE
2808,Gougères au fromage,https://www.marmiton.org/recettes/recette_gougeres-au-fromage_20095.aspx,4.8,apéritif ou buffet,bouchée ou amuse-bouche,gougères,,,facile,bon marché,4,20,25,45,Cheese Gougères,aperitif or buffet,appetizer or snack,gougeres,easy,cheap
